item,name,party,partyLabel,region,regionLabel,startDate,endDate,psid
Q21856217,Graciela Navarro,,,Q44827,Provincia de Santiago del Estero,2019-12-10,,Q21856217-2810DDBC-0A67-4553-A4A5-8ABEBD59DAA0
Q21856219,José Carlos Núñez,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q21856219-F852FA5C-6536-40C7-8AF6-45AEFE384CD2
Q21856223,Marcela Fabiana Passo,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q21856223-5B4D2DBB-4B2E-4BD4-87F8-0510E0CEA1D4
Q21856226,Juan Manuel Pedrini,,,Q44757,Provincia del Chaco,2021-12-10,,Q21856226-0F6D24C5-2DF9-4E0F-A16E-FFC562EF718A
Q21856274,Carlos Américo Selva,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856274-B459EAE6-52CE-478F-9435-3DDC50432B62
Q21856284,Luis Rodolfo Tailhade,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856284-8D37BA47-CC47-4884-A7F8-E8B5DF18F316
Q21856289,Pablo Torello,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856289-6C30F697-10AE-4E84-8110-031E51080327
Q21856300,Waldo Ezequiel Wolff,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q21856300-5FBFA0D4-9C35-4EF0-83A3-B76367664D76
Q22329411,Eduardo Félix Valdés,Q64590596,Frente de Todos,Q1486,Buenos Aires,2019-12-10,,Q22329411-57d39efb-47da-f5fe-e3f3-df6f9974f031
Q23807442,Laura Elena Rodríguez Machado,,,Q44759,Provincia de Córdoba,2021-12-10,,Q23807442-44C673AE-428F-4C2D-B74E-A14B9CFB50BE
Q24572317,Victoria Eugenia Villarruel,,,Q1486,Buenos Aires,2021-12-10,,Q24572317-B9635958-1797-4611-9AD2-B5286B887159
Q24821342,Mariana de Jesús Zuvic,,,Q1486,Buenos Aires,2019-12-10,,Q24821342-BCC8FF0C-5592-4B2F-BBC6-2A7D615CC35D
Q27307792,Pamela Fernanda Verasay,,,Q44797,Provincia de Mendoza,2021-12-10,,Q27307792-23db89d4-45fa-11bd-73e5-a53bbb64dcbe
Q29019697,José Luis Espert,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q29019697-D5039642-0813-4AC1-B343-B6BCFE543914
Q2918563,Margarita Rosa Stolbizer,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q2918563-26313462-38E9-40AE-BB5F-818DD9E8DA03
Q29263357,Leandro Santoro,,,Q1486,Buenos Aires,2021-12-10,,Q29263357-0DAE1F0C-E44B-4B78-8CE8-295ADF6A5A8D
Q30243948,Rolando Figueroa,,,Q44800,Provincia de Neuquén,2021-12-10,,Q30243948-413B453C-6F6F-440E-BE79-4DC17751DACE
Q30347207,Itai Hagman,,,Q1486,Buenos Aires,2019-12-10,,Q30347207-FC0B8EB4-7325-4C62-AD56-D80FEEF6BCB1
Q30905503,Alejandro Finocchiaro,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q30905503-4c8f5ad2-4cba-e0b3-b921-5a39318953d2
Q312505,Héctor Walter Baldassi,,,Q44759,Provincia de Córdoba,2021-12-10,,Q312505-00CBA21A-C4EA-409E-96E0-25BB19E24B91
Q33297240,Paula Mariana Oliveto Lago,,,Q1486,Buenos Aires,2021-12-10,,Q33297240-96C16F2C-A664-4A47-B742-7F4FB2C03CE8
Q3479675,Sergio Tomás Massa,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q3479675-507b8644-485d-28a2-9611-44371ea5385e
Q4137510,José Luis Gioja,,,Q44805,Provincia de San Juan,2019-12-10,,Q4137510-D2D5D41D-6754-4D34-AE16-A6C1542CFE91
Q41555908,Martín Maquieyra,,,Q44795,Provincia de La Pampa,2021-12-10,,Q41555908-2720B93A-8CD9-4910-B8AA-9EDC4B7EB3D6
Q41787670,José Pablo Carro,,,Q44759,Provincia de Córdoba,2021-12-10,,Q41787670-30118C22-C591-4B8E-A35B-A18FF39E1382
Q43078686,Romina del Plá,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q43078686-D417C5C9-D5B8-4281-AE8F-5ACFDB0F59FB
Q456351,Julio César Cleto Cobos,,,Q44797,Provincia de Mendoza,2021-12-10,,Q456351-9a343401-4307-63af-3722-913380c0ef23
Q47116103,Gustavo Ramiro Fernández Patri,,,Q44761,Provincia de Formosa,2021-12-10,,Q47116103-0BDF8CC3-E1DE-4D98-A7CE-4D518CBE8AD0
Q47117877,Juan Manuel López,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47117877-D21868CA-E31B-4904-AD07-6EDF0239F2EE
Q47117980,Daniel Fernando Arroyo,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47117980-5F528EC3-8990-43EF-A799-ABCDA9ADAC75
Q47141966,Fabio José Quetglas,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47141966-B2FAED23-5187-47EA-8482-4B146B4D396A
Q47141983,María Marcela Campagnoli,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47141983-08C7F4C6-94D7-4B0B-8184-D2A6F0AF054C
Q47142273,Vanesa Raquel Siley,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47142273-8805B70E-1D4D-4A69-8379-6CCDAE4636E8
Q47142291,Mónica Fernanda Macha,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q47142291-B77288E4-47FA-45B7-A408-A10573474345
Q47142422,Silvana Micaela Ginocchio,,,Q44756,Provincia de Catamarca,2021-12-10,,Q47142422-DB2ED87C-1E65-4EC8-8BD4-96481B9251DB
Q47142775,Sofía Brambilla,,,Q44758,Provincia de Corrientes,2021-12-10,,Q47142775-92895372-4DEE-425F-BA9C-16C5DE3D73A9
Q47142783,Jorge Antonio Romero,,,Q44758,Provincia de Corrientes,2021-12-10,,Q47142783-C16A7070-958C-4798-B20C-46478250ACC5
Q47145004,Walberto Enrique Allende,,,Q44805,Provincia de San Juan,2021-12-10,,Q47145004-B4757641-09CF-4026-A5AA-22791BFD9FAD
Q47145111,Roxana Nahir Claudia Reyes,,,Q44821,Provincia de Santa Cruz,2021-12-10,,Q47145111-E7410EE3-0CEA-4756-83ED-75F9F11ADC25
Q47455152,Héctor Antonio Stefani,,,Q44832,"Provincia de Tierra del Fuego, Antártida e islas del Atlántico Sur",2021-12-10,,Q47455152-29881004-400F-4087-9642-4BD2D47DFF25
Q48216423,Gisela Marziotta,,,Q1486,Buenos Aires,2021-12-10,,Q48216423-C5A3B30D-C84C-4DF6-863E-25E500BDA225
Q4838522,Claudio Javier Poggi,,,Q44818,Provincia de San Luis,2021-12-10,,Q4838522-5C9C1CE5-E183-441B-9D80-D31F6CBD6355
Q4924764,Blanca Inés Osuna,,,Q44762,Provincia de Entre Ríos,2019-12-10,,Q4924764-DC67C050-C4F2-4C3D-82F1-83E3BCE15D93
Q5042165,Carlos Salomón Heller,,,Q1486,Buenos Aires,2021-12-10,,Q5042165-C3103EC4-D540-4E7B-A1F4-9BF38C35FE6D
Q52395487,Javier Gerardo Milei,,,Q1486,Buenos Aires,2021-12-10,,Q52395487-54E4C5CE-3487-4FE8-A027-BFCA1BCCBBF0
Q5274808,Diego César Santilli,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5274808-7865256F-3CC2-4649-B68D-DC6C4086314F
Q55773927,Estela Mary Del Rosario Neder,,,Q44827,Provincia de Santiago del Estero,2019-12-10,,Q55773927-C3513735-FABF-43CE-AB58-CD8165CE751B
Q5591576,María Graciela Ocaña,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5591576-E123B231-5C7E-4BDC-A627-EFE601C8E66C
Q5859724,Fernando Adolfo Iglesias,,,Q1486,Buenos Aires,2021-12-10,,Q5859724-1DCEF567-56EF-4B07-B712-298818DD67D8
Q5878337,Gerardo Milman,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5878337-ECABFFED-75CD-4578-8DC6-A5E7F7C28E10
Q5883959,Graciela Camaño,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q5883959-43E09595-0548-42BD-BC08-50FFB25F5F90
Q5896197,Hernán Lombardi,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5896197-ac59933d-45b5-eafc-c3ad-44e29316e4de
Q5955633,Julio César Pereyra,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5955633-5c13b9ec-44fe-7607-0adc-606b0ed01e57
Q5973474,Leopoldo Raúl Guido Moreau,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q5973474-14232CBF-0E2B-429D-B92A-F7D99365EE58
Q6003481,María Carolina Moisés,,,Q44764,Provincia de Jujuy,2019-12-10,,Q6003481-DA50351F-F75C-40F0-B078-B5AF0965CCF4
Q6035188,Myriam Bregman,,,Q1486,Buenos Aires,2021-12-10,,Q6035188-bf6dcfd6-42e5-8ccf-d006-63ab1505200c
Q6108050,Ricardo Buryaile,,,Q44761,Provincia de Formosa,2019-12-10,,Q6108050-558E010D-0591-4112-8EA9-166726D76536
Q62000019,Humberto Marcelo Orrego,,,Q44805,Provincia de San Juan,2019-12-10,,Q62000019-A186CA1A-4DF1-4814-9119-2F2B71FD4EC7
Q62118467,Alejandro Ariel Vilca,,,Q44764,Provincia de Jujuy,2021-12-10,,Q62118467-21c81bd4-4c14-20e8-a604-cde8ddaa2716
Q63342220,Mara Brawer,,,Q1486,Buenos Aires,2019-12-19,,Q63342220-96AAA2A2-B9A0-4F9C-8F2D-205813B6C6EF
Q63911419,Alfredo Oscar Schiavoni,,,Q44798,Provincia de Misiones,2019-12-10,,Q63911419-4CCE5331-8F6C-4171-90BD-EE016F64243D
Q63990130,Victoria Morales Gorleri,,,Q1486,Buenos Aires,2019-12-10,,Q63990130-8838805D-A334-4F3C-BC5C-DE47F1D63C1B
Q65970019,Alejandra del Huerto Obeid,,,Q44823,Provincia de Santa Fe,2019-12-10,,Q65970019-4B91879E-73DC-47BC-8619-2862049F5BD0
Q6764548,Mario Domingo Barletta,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q6764548-25602B3B-FB99-4128-B5D2-DDAFEEB6CEE2
Q6782004,María Eugenia Vidal,,,Q1486,Buenos Aires,2021-12-10,,Q6782004-9839a68b-40c8-1d16-4d22-b21a8b5b0854
Q6950244,Mónica Haydée Fein,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q6950244-EA6C1438-206F-4C14-91C4-6DCD19405F03
Q76824320,Alicia Noemí Aparicio,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q76824320-9484D6B6-6B0C-44CA-BEF1-8C5FCB672AF3
Q77247669,Roberto Mario Mirabella,,,Q44823,Provincia de Santa Fe,2021-12-10,,Q77247669-F4C48863-E8F1-4FFF-A400-5A738B433160
Q81549870,Juan Carlos Alderete,,,Q44754,Provincia de Buenos Aires,2019-12-19,,Q81549870-D34729E1-D8EC-428A-BF6D-4B3FFE64F8CF
Q85015520,Maximiliano Carlos Francisco Ferraro,,,Q1486,Buenos Aires,2019-12-10,,Q85015520-6FFB04FD-7FFD-4EF4-9028-DAC2422A58F9
Q85119056,Emiliano Benjamín Yacobitti,,,Q1486,Buenos Aires,2019-12-10,,Q85119056-23494551-796D-4608-B58C-69DE9B957FBB
Q85869425,Ana Fabiola Aubone,,,Q44805,Provincia de San Juan,2021-12-10,,Q85869425-31F9E3A5-633E-4D32-8506-34660403D11A
Q87726411,Alberto Emilio Asseff,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q87726411-43A2FEB6-2266-4539-B79C-91B6BF2B6688
Q957748,Ricardo López Murphy,,,Q1486,Buenos Aires,2021-12-10,,Q957748-94428e86-4e0f-830b-18dd-f96491fbf705
Q963100,Aníbal Florencio Randazzo,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q963100-fe56c19a-41d6-d2fd-ecac-7d5d4d74ce72
Q96623937,Marcelo Pablo Casaretto,,,Q44762,Provincia de Entre Ríos,2019-12-10,,Q96623937-0FBFB62E-DA48-4734-8716-3CF58D80BE51
Q96625184,Federico Fagioli,,,Q44754,Provincia de Buenos Aires,2019-12-19,,Q96625184-27D754F9-FF50-48D4-AB5B-36E4FFD946E8
Q97798204,Lía Verónica Caliva,,,Q44803,Provincia de Salta,2019-12-10,,Q97798204-10C7FCFF-6E76-4E84-9A6C-EF074A0B5A12
Q97999604,Lucas Javier Godoy,,,Q44803,Provincia de Salta,2019-12-10,,Q97999604-95389D2E-270B-4070-A679-7C2362EF22EF
Q98060325,Virginia María Cornejo,,,Q44803,Provincia de Salta,2019-12-10,,Q98060325-BABF3D1E-4C8B-4D83-9FED-4E89A0ECF67C
Q98470534,Carolina Píparo,,,Q44754,Provincia de Buenos Aires,2021-12-10,,Q98470534-D76E1F3E-A4FC-472F-9B60-DF3E7EE3F2BC
Q98770550,Alejandro «Topo» Rodríguez,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q98770550-371D5BF0-F17B-43ED-83B1-BCA98CE8CB51
Q99358480,Camila Crescimbeni,,,Q44754,Provincia de Buenos Aires,2019-12-10,,Q99358480-58FA1282-B67B-4E2A-93D6-DE914DCFF65B
